PromedionaSueldos;target;No_Radicacion;FechaCreacion;Id_Tramite;Tramite;id_TipoLiquidacion;TipoLiquidacion;Id_Instancia;Instancia;TiemposPublicos;Id_TipoDoc;Documento;CodigoDane;Id_TipoDeSolicitante;TipoDeSolicitante;Id_Origen;Origen;Id_proceso_Entrada;proceso_Entrada;Id_Oficina;Oficina
10;CANDIDATOnaAUTOMATICO;2022_1005687_6;44984;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5360;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;64;PUNTOnaDEnaATENCIONnaAnaENVIGADO
3,2;CANDIDATOnaAUTOMATICO;2022_10070958_6;44860;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;68081;33;Empleador;1;DianaanaDia;2;Módulonadenaradicación;71;REGIONALnaCENTRO
6,4;CANDIDATOnaAUTOMATICO;2022_10141642_6;45015;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;10;OFICINAnaSECCIONALnaAnaBOGOTAnaSUR
2,3;CANDIDATOnaAUTOMATICO;2022_10155872;44767;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;19;OFICINAnaSECCIONALnaAnaIBAGUE
12,4;CANDIDATOnaAUTOMATICO;2022_10157951_6;45009;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;15;OFICINAnaSECCIONALnaAnaCALLEna94
5,2;CANDIDATOnaAUTOMATICO;2022_10158999_6;44944;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;24;OFICINAnaSECCIONALnaAnaPRADOna(ANTERIORnaCEDRITOS)
10,1;CANDIDATOnaAUTOMATICO;2022_10190312_6;45006;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;71;REGIONALnaCENTRO
2,3;CANDIDATOnaAUTOMATICO;2022_10192908;44937;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;;;1;DianaanaDia;3;GestionnaRepresanaReconocimiento;74;REPRESA
3,7;CANDIDATOnaAUTOMATICO;2022_10195227;44767;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;28;OFICINAnaSECCIONALnaAnaVILLAVICENCIO
1;CANDIDATOnaAUTOMATICO;2022_10241230_6;44914;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;10;OFICINAnaSECCIONALnaAnaBOGOTAnaSUR
8,6;CANDIDATOnaAUTOMATICO;2022_10247844_6;44889;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;25;OFICINAnaSECCIONALnaAnaSALITRE
1,06;CANDIDATOnaAUTOMATICO;2022_10283405_9_6;44908;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;19001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;37;OFICINAnaSECCIONALnaBnaPOPAYAN
1,09;CANDIDATOnaAUTOMATICO;2022_10399286_6;45000;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5266;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;64;PUNTOnaDEnaATENCIONnaAnaENVIGADO
14,8;CANDIDATOnaAUTOMATICO;2022_10440105;44771;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;64;PUNTOnaDEnaATENCIONnaAnaENVIGADO
6,3;CANDIDATOnaAUTOMATICO;2022_10447255_6;44904;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;71;REGIONALnaCENTRO
1;CANDIDATOnaAUTOMATICO;2022_10448255_6;45001;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;63401;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;7;OFICINAnaSECCIONALnaAnaARMENIA
6;CANDIDATOnaAUTOMATICO;2022_10451999_6;44958;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;13549;6;Apoderado;1;DianaanaDia;2;Módulonadenaradicación;16;OFICINAnaSECCIONALnaAnaCARTAGENA
2,5;CANDIDATOnaAUTOMATICO;2022_10457631_6;45009;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;66001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;26;OFICINAnaSECCIONALnaAnaTEUSAQUILLOna(ANTERIORnaCUNDINAMARCA)
11,3;CANDIDATOnaAUTOMATICO;2022_10471170;44771;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;36;OFICINAnaSECCIONALnaBnaPALMIRA
1,07;CANDIDATOnaAUTOMATICO;2022_10471234_6;44904;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;8573;;;1;DianaanaDia;2;Módulonadenaradicación;8;OFICINAnaSECCIONALnaAnaBARRANQUILLAnaCENTRO
1;CANDIDATOnaAUTOMATICO;2022_10557423_6;44893;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;33;Empleador;1;DianaanaDia;2;Módulonadenaradicación;6;OFICINAnaCENTROCCIDENTALnaMEDELLIN
7,3;CANDIDATOnaAUTOMATICO;2022_10580779;44774;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
10,7;CANDIDATOnaAUTOMATICO;2022_10585813_6;44852;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;18;Terceronaautorizado;1;DianaanaDia;2;Módulonadenaradicación;6;OFICINAnaCENTROCCIDENTALnaMEDELLIN
3,3;CANDIDATOnaAUTOMATICO;2022_10588549_6;44886;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;23001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;35;OFICINAnaSECCIONALnaBnaMONTERÍA
1;CANDIDATOnaAUTOMATICO;2022_10720105_6;44916;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;6;OFICINAnaCENTROCCIDENTALnaMEDELLIN
5,9;CANDIDATOnaAUTOMATICO;2022_10735973_6;44956;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;17;OFICINAnaSECCIONALnaAnaCHAPINEROna(ANTIGUAnaCALLEna71)
14,2;CANDIDATOnaAUTOMATICO;2022_10737956;44776;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;17;OFICINAnaSECCIONALnaAnaCHAPINEROna(ANTIGUAnaCALLEna71)
1,06;CANDIDATOnaAUTOMATICO;2022_10755127_6;44946;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;15;OFICINAnaSECCIONALnaAnaCALLEna94
8,1;CANDIDATOnaAUTOMATICO;2022_10757183;44776;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;47;OFICINAnaSECCIONALnaBnaVALLEDUPAR
5,3;CANDIDATOnaAUTOMATICO;2022_10760976;44776;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;30;OFICINAnaSECCIONALnaBnaBUENAVENTURA
10,4;CANDIDATOnaAUTOMATICO;2022_10813506;44777;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;44;OFICINAnaSECCIONALnaBnaSOACHA
7,2;CANDIDATOnaAUTOMATICO;2022_10818418;44777;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;18;Terceronaautorizado;1;DianaanaDia;1;Estandarización;49;OFICINAnaSECCIONALnaBnaZIPAQUIRÁ
12,6;CANDIDATOnaAUTOMATICO;2022_10819748_6;45015;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;75;ROTONDAnaDESPACHOSnaJUDICIALES
3;CANDIDATOnaAUTOMATICO;2022_10821675_6;44998;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;18;Terceronaautorizado;1;DianaanaDia;2;Módulonadenaradicación;75;ROTONDAnaDESPACHOSnaJUDICIALES
2;CANDIDATOnaAUTOMATICO;2022_10845907_6;44939;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;41001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;21;OFICINAnaSECCIONALnaAnaNEIVA
3,3;CANDIDATOnaAUTOMATICO;2022_10893529_6;44907;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76109;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;30;OFICINAnaSECCIONALnaBnaBUENAVENTURA
3,5;CANDIDATOnaAUTOMATICO;2022_10912997_6;44957;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;47001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;42;OFICINAnaSECCIONALnaBnaSANTAnaMARTA
2,6;CANDIDATOnaAUTOMATICO;2022_10918927_6;44953;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;17001;6;Apoderado;1;DianaanaDia;2;Módulonadenaradicación;4;OFICINAnanaSECCIONALnaAnaMANIZALES
2,6;CANDIDATOnaAUTOMATICO;2022_10919239_6;44971;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;85001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;48;OFICINAnaSECCIONALnaBnaYOPAL
9,3;CANDIDATOnaAUTOMATICO;2022_10922419_6;44953;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;8001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;8;OFICINAnaSECCIONALnaAnaBARRANQUILLAnaCENTRO
3,3;CANDIDATOnaAUTOMATICO;2022_10948246;44778;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;19;OFICINAnaSECCIONALnaAnaIBAGUE
7,6;CANDIDATOnaAUTOMATICO;2022_10949474_6;44915;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;17001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;4;OFICINAnanaSECCIONALnaAnaMANIZALES
3;CANDIDATOnaAUTOMATICO;2022_10962828;44778;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;83;SUPERCADEnaCARRERAna30
8,6;CANDIDATOnaAUTOMATICO;2022_1100161_6;44931;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;15469;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;27;OFICINAnaSECCIONALnaAnaTUNJA
6,9;CANDIDATOnaAUTOMATICO;2022_110100_9_6;44900;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;71;REGIONALnaCENTRO
1;CANDIDATOnaAUTOMATICO;2022_11082299;44781;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;84;SUPERCADEnaSUBA
13,8;CANDIDATOnaAUTOMATICO;2022_1116598_6;44883;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;68276;33;Empleador;1;DianaanaDia;2;Módulonadenaradicación;11;OFICINAnaSECCIONALnaAnaBUCARAMANGA
9,4;CANDIDATOnaAUTOMATICO;2022_11179323_6;44910;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;50150;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;28;OFICINAnaSECCIONALnaAnaVILLAVICENCIO
1,06;CANDIDATOnaAUTOMATICO;2022_111913_9_6;44602;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;19001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;37;OFICINAnaSECCIONALnaBnaPOPAYAN
12,7;CANDIDATOnaAUTOMATICO;2022_11206877_6;44985;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;6;Apoderado;1;DianaanaDia;2;Módulonadenaradicación;25;OFICINAnaSECCIONALnaAnaSALITRE
1;CANDIDATOnaAUTOMATICO;2022_11249640;44783;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;26;OFICINAnaSECCIONALnaAnaTEUSAQUILLOna(ANTERIORnaCUNDINAMARCA)
1;CANDIDATOnaAUTOMATICO;2022_11255525_10_6;44942;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5266;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;64;PUNTOnaDEnaATENCIONnaAnaENVIGADO
9,9;CANDIDATOnaAUTOMATICO;2022_11259195_6;44937;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;13001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;77;ROTONDAnaVIRTUALnaCISnaCARTAGENAna(antiguonaDenaUna)
6,4;CANDIDATOnaAUTOMATICO;2022_11275511_6;44985;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;17001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;4;OFICINAnanaSECCIONALnaAnaMANIZALES
6,9;CANDIDATOnaAUTOMATICO;2022_11325473_6;44966;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;41298;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;61;OFICINAnaSECCIONALnaCnaPITALITO
7,1;CANDIDATOnaAUTOMATICO;2022_11339896_6;44993;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76736;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;46;OFICINAnaSECCIONALnaBnaTULUÁ
3,8;CANDIDATOnaAUTOMATICO;2022_11404753;44785;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;2;AfiliadonaColombianonaennaelnaExterior;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
2,8;CANDIDATOnaAUTOMATICO;2022_11427836_6;44939;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;47001;6;Apoderado;1;DianaanaDia;2;Módulonadenaradicación;42;OFICINAnaSECCIONALnaBnaSANTAnaMARTA
4,1;CANDIDATOnaAUTOMATICO;2022_11433987_6;44963;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;13001;33;Empleador;1;DianaanaDia;2;Módulonadenaradicación;43;OFICINAnaSECCIONALnaBnaSINCELEJO
2,8;CANDIDATOnaAUTOMATICO;2022_11465295;44789;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;28;OFICINAnaSECCIONALnaAnaVILLAVICENCIO
7,3;CANDIDATOnaAUTOMATICO;2022_11500051;44789;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
1,04;CANDIDATOnaAUTOMATICO;2022_11502747_6;44972;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;17001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;4;OFICINAnanaSECCIONALnaAnaMANIZALES
6,4;CANDIDATOnaAUTOMATICO;2022_11506912_6;45009;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;83;SUPERCADEnaCARRERAna30
3,4;CANDIDATOnaAUTOMATICO;2022_11517468;44789;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;24;OFICINAnaSECCIONALnaAnaPRADOna(ANTERIORnaCEDRITOS)
11,7;CANDIDATOnaAUTOMATICO;2022_11559831_6;44966;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;78;RotondanaVirtualnaPersoneríanaMedellín
1;CANDIDATOnaAUTOMATICO;2022_11566060;44790;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
10,2;CANDIDATOnaAUTOMATICO;2022_11566494_6;44918;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;50001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;28;OFICINAnaSECCIONALnaAnaVILLAVICENCIO
5,1;CANDIDATOnaAUTOMATICO;2022_11569672;44790;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;24;OFICINAnaSECCIONALnaAnaPRADOna(ANTERIORnaCEDRITOS)
4,3;CANDIDATOnaAUTOMATICO;2022_11612555_6;44950;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;73001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;19;OFICINAnaSECCIONALnaAnaIBAGUE
4,8;CANDIDATOnaAUTOMATICO;2022_11623665;44791;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;10;OFICINAnaSECCIONALnaAnaBOGOTAnaSUR
14,2;CANDIDATOnaAUTOMATICO;2022_11631411_6;44928;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;17001;18;Terceronaautorizado;1;DianaanaDia;2;Módulonadenaradicación;4;OFICINAnanaSECCIONALnaAnaMANIZALES
1,09;CANDIDATOnaAUTOMATICO;2022_11635962;44791;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;83;SUPERCADEnaCARRERAna30
5,1;CANDIDATOnaAUTOMATICO;2022_11643429_6;44993;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;52693;18;Terceronaautorizado;1;DianaanaDia;2;Módulonadenaradicación;22;OFICINAnaSECCIONALnaAnaPASTO
14;CANDIDATOnaAUTOMATICO;2022_11643667_6;44964;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;25;OFICINAnaSECCIONALnaAnaSALITRE
7,7;CANDIDATOnaAUTOMATICO;2022_11726180;44792;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;12;OFICINAnaSECCIONALnaAnaCALInaCENTRO
5,9;CANDIDATOnaAUTOMATICO;2022_117341_6;44992;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;15001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;27;OFICINAnaSECCIONALnaAnaTUNJA
11,2;CANDIDATOnaAUTOMATICO;2022_11748118;44792;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;23;OFICINAnaSECCIONALnaAnaPEREIRA
1,02;CANDIDATOnaAUTOMATICO;2022_11842472_6;44956;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;26;OFICINAnaSECCIONALnaAnaTEUSAQUILLOna(ANTERIORnaCUNDINAMARCA)
1,01;CANDIDATOnaAUTOMATICO;2022_11915163_6;44943;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;18;Terceronaautorizado;1;DianaanaDia;2;Módulonadenaradicación;26;OFICINAnaSECCIONALnaAnaTEUSAQUILLOna(ANTERIORnaCUNDINAMARCA)
14,2;CANDIDATOnaAUTOMATICO;2022_11957722_6;44964;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;25;OFICINAnaSECCIONALnaAnaSALITRE
4,1;CANDIDATOnaAUTOMATICO;2022_11958402_6;44967;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;15;OFICINAnaSECCIONALnaAnaCALLEna94
9,5;CANDIDATOnaAUTOMATICO;2022_11967024;44797;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;36;OFICINAnaSECCIONALnaBnaPALMIRA
8,1;CANDIDATOnaAUTOMATICO;2022_1198308_9_6;44987;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;13430;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;43;OFICINAnaSECCIONALnaBnaSINCELEJO
12,1;CANDIDATOnaAUTOMATICO;2022_11985004;44797;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;28;OFICINAnaSECCIONALnaAnaVILLAVICENCIO
10,2;CANDIDATOnaAUTOMATICO;2022_12064392_6;44931;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;73001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;20;OFICINAnaSECCIONALnaAnaMEDELLÍNnaSUR
7,9;CANDIDATOnaAUTOMATICO;2022_12066856;44798;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;19;OFICINAnaSECCIONALnaAnaIBAGUE
3,8;CANDIDATOnaAUTOMATICO;2022_12076702_6;44966;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;6;OFICINAnaCENTROCCIDENTALnaMEDELLIN
